﻿﻿﻿﻿﻿﻿﻿🇨🇳央视频道,#genre#
CCTV12,http://hz752.love:63/3111/migu.php?id=cctv12
CCTV12,http://hz752.love:63/3111/bfgd.php?id=131

CCTV13,http://hz752.love:63/3111/astv.php?id=cctv13hd
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,http://39.134.136.151:6610/000000001000/1000000002000021303/index.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=00
CCTV13,http://hz752.love:63/3111/bst.php?id=cctv13
CCTV13,http://hz752.live:63/4761/cqyx.php?id=CCTVNewsHD
CCTV13,http://hz752.love:63/3111/yst.php?id=cctv-13
CCTV13,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204603.m3u8
CCTV13,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV13,http://hz752.love:63/3111/bfgd.php?id=067

CCTV14,http://hz752.love:63/3111/astv.php?id=cctv14hd
CCTV14,http://39.134.136.151:6610/000000001000/1000000001000008170/index.m3u8?channel-id=ystenlive&Contentid=1000000001000008170&livemode=1&stbId=00
CCTV14,http://hz752.love:63/3111/bst.php?id=cctv14
CCTV14,http://hz752.live:63/4761/cqyx.php?id=cctvseHD
CCTV14,http://hz752.love:63/3111/yst.php?id=cctv-14
CCTV14,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204403.m3u8
CCTV14,http://hz752.love:63/3111/migu.php?id=cctv14
CCTV14,http://hz752.love:63/3111/bfgd.php?id=132

CCTV15,http://hz752.love:63/3111/astv.php?id=cctv15hd
CCTV15,http://39.134.136.151:6610/000000001000/1000000002000008163/index.m3u8?channel-id=ystenlive&Contentid=1000000002000008163&livemode=1&stbId=00
CCTV15,http://hz752.love:63/3111/bst.php?id=cctv15
CCTV15,http://hz752.live:63/4761/cqyx.php?id=cctv15HD
CCTV15,http://hz752.love:63/3111/yst.php?id=cctv-15
CCTV15,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000205003.m3u8
CCTV15,http://hz752.love:63/3111/migu.php?id=cctv15
CCTV15,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV15,http://hz752.love:63/3111/bfgd.php?id=133

CCTV16,http://hz752.love:63/3111/astv.php?id=cctv16hd
CCTV16,http://hz752.love:63/3111/astv.php?id=cctv16_4k
CCTV16,http://hz752.love:63/3111/bst.php?id=cctv164k
CCTV16,http://hz752.live:63/4761/cqyx.php?id=CCTV16_4K
CCTV16,http://hz752.live:63/4761/cqyx.php?id=cctv16HD
CCTV16,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012375003.m3u8
CCTV16,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?

CCTV17,http://hz752.love:63/3111/astv.php?id=cctv17hd
CCTV17,http://39.134.136.151:6610/000000001000/1000000005000056836/index.m3u8?channel-id=ystenlive&Contentid=1000000005000056836&livemode=1&stbId=00
CCTV17,http://hz752.love:63/3111/bst.php?id=cctv17
CCTV17,http://hz752.live:63/4761/cqyx.php?id=cctv17HD
CCTV17,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204203.m3u8
CCTV17,http://hz752.love:63/3111/migu.php?id=cctv17
CCTV17,http://hz752.love:63/3111/bfgd.php?id=204

中国天气,http://hz752.live:63/4761/cqyx.php?id=tianqiSD
中国天气,http://hz752.love:63/3111/bst.php?id=zgtq

熊猫频道,https://gcwbndks.v.kcdnvip.com/gcwbnd/xiongmao01_2/index.m3u8
熊猫频道,https://gcwbndks.v.kcdnvip.com/gcwbnd/xiongmao03_2/index.m3u8
熊猫频道,https://gcwbndks.v.kcdnvip.com/gcwbnd/ipanda1000_2/index.m3u8

CNC中文,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8

CNC英文,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8

CCTV风云剧场,http://hz752.love:63/3111/migu.php?id=fyjc

CEC汉语文化,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
CEC国际旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC国际教育,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC国际健康,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8

CETV1,http://hz752.love:63/3111/astv.php?id=cetv1hd
CETV1,http://txycetvbl.centv.cn/cetv1/ypd.m3u8
CETV1,http://txycsbl.centv.cn/zb/0628cetv1.m3u8

CETV2,http://hz752.love:63/3111/astv.php?id=cetv2
CETV2,http://txycsbl.centv.cn/zb/0822cetv2.m3u8
CETV2,http://txycetvbl.centv.cn/cetv2/2020tsytk.m3u8

CETV3,http://txycsbl.centv.cn/zb/0822cetv3.m3u8

CETV4,http://txycsbl.centv.cn/zb/0822cetv4.m3u8
CETV4,http://txycetvbl.centv.cn/cetv4/zjpd.m3u8
CETV4,http://hz752.love:63/3111/astv.php?id=cetv4

风云足球,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
风云足球,http://hz752.live:63/4761/cqyx.php?id=fyzqHD

风云音乐,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514103.m3u8
风云音乐,http://hz752.live:63/4761/cqyx.php?id=fyyyHD

风云剧场,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513603.m3u8
风云剧场,http://hz752.live:63/4761/cqyx.php?id=fyjcHD

第一剧场,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
第一剧场,http://hz752.live:63/4761/cqyx.php?id=diyijuchangHD

怀旧剧场,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012511203.m3u8
怀旧剧场,http://hz752.live:63/4761/cqyx.php?id=hjjcHD

兵器科技,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513403.m3u8
兵器科技,http://hz752.live:63/4761/cqyx.php?id=bqkjHD

高尔夫网球,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012512503.m3u8
高尔夫网球,http://hz752.live:63/4761/cqyx.php?id=golfHD

世界地理,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513303.m3u8

女性时尚,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513903.m3u8

央视文化精品,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513803.m3u8
央视文化精品,http://hz752.live:63/4761/cqyx.php?id=yswhHD

央视台球,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513703.m3u8
央视台球,http://hz752.live:63/4761/cqyx.php?id=ystqHD

电视指南,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514003.m3u8

卫生健康,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513502.m3u8

CGTN,http://hz752.love:63/3111/astv.php?id=cgtnhd
CGTN,http://live.cgtn.com/1000/prog_index.m3u8
CGTN,http://news.cgtn.com/resource/live/english/cgtn-news.m3u8
CGTN,http://hz752.live:63/4761/cqyx.php?id=cgtnSD
CGTN,http://hz752.love:63/3111/migu.php?id=cgtn

CGTN纪录,http://hz752.love:63/3111/astv.php?id=cgtnjl
CGTN纪录,http://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
CGTN纪录,http://hz752.love:63/3111/migu.php?id=cgtnjl

CGTN西语,http://hz752.love:63/3111/astv.php?id=cgtne
CGTN西语,http://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8
CGTN西语,http://hz752.love:63/3111/migu.php?id=cgtne

CGTN法语,http://hz752.love:63/3111/astv.php?id=cgtnf
CGTN法语,http://news.cgtn.com/resource/live/french/cgtn-f.m3u8
CGTN法语,http://hz752.love:63/3111/migu.php?id=cgtnf

CGTN俄语,http://hz752.love:63/3111/astv.php?id=cgtnr
CGTN俄语,http://news.cgtn.com/resource/live/russian/cgtn-r.m3u8
CGTN俄语,http://hz752.love:63/3111/migu.php?id=cgtnr

CGTN阿语,http://hz752.love:63/3111/astv.php?id=cgtna
CGTN阿语,http://news.cgtn.com/resource/live/arabic/cgtn-a.m3u8
CGTN阿语,http://hz752.love:63/3111/migu.php?id=cgtna

书画频道,http://211.103.180.178:8234/live_hls/hdmi.m3u8
书画频道,http://hz752.love:63/3111/bfgd.php?id=180

老故事,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8?
老故事,http://hz752.love:63/3111/bfgd.php?id=166
老故事,http://hz752.live:63/4761/cqyx.php?id=gushi

发现之旅,http://hz752.love:63/3111/migu.php?id=fxzl

中学生,http://hz752.live:63/4761/cqyx.php?id=qicai
中学生,http://hz752.love:63/3111/migu.php?id=zxs

车迷频道,http://hz752.love:63/3111/bfgd.php?id=146

百姓健康,http://hz752.love:63/3111/bfgd.php?id=219

🇨🇳卫视频道,#genre#

公众号[肥猫不肥],http://epg.112114.xyz/douyu/9588891

湖南卫视,http://hz752.love:63/3111/astv.php?id=hunwshd
湖南卫视,http://39.134.136.151:6610/000000001000/1000000001000009115/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=00
湖南卫视,http://hz752.love:63/3111/bst.php?id=hunws
湖南卫视,http://hz752.live:63/4761/cqyx.php?id=hunanHD
湖南卫视,http://hz752.love:63/3111/yst.php?id=hunanstv
湖南卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000296203.m3u8
湖南卫视,http://hz752.love:63/3111/bfgd.php?id=086

浙江卫视,http://hz752.love:63/3111/astv.php?id=zjwshd
浙江卫视,http://39.134.136.151:6610/000000001000/1000000001000009806/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=00
浙江卫视,http://hz752.love:63/3111/bst.php?id=zjws
浙江卫视,http://hz752.live:63/4761/cqyx.php?id=zhejiangHD
浙江卫视,http://hz752.love:63/3111/yst.php?id=zhejiangstv
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000295503.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8

江苏卫视,http://hz752.love:63/3111/astv.php?id=jswshd
江苏卫视,http://39.134.136.151:6610/000000001000/1000000001000001828/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001828&livemode=1&stbId=00
江苏卫视,http://hz752.love:63/3111/jstv.php?id=jsws
江苏卫视,http://hz752.love:63/3111/bst.php?id=jsws
江苏卫视,http://hz752.live:63/4761/cqyx.php?id=jiangsuHD
江苏卫视,http://hz752.love:63/3111/yst.php?id=jiangsustv
江苏卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000295603.m3u8
江苏卫视,http://hz752.love:63/3111/migu.php?id=jsws

广东卫视,http://hz752.love:63/3111/astv.php?id=gdwshd
广东卫视,http://39.134.136.151:6610/000000001000/1000000001000014176/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=00
广东卫视,http://hz752.love:63/3111/bst.php?id=gdws
广东卫视,http://hz752.live:63/4761/cqyx.php?id=guangdongHD
广东卫视,http://hz752.love:63/3111/yst.php?id=guangdongstv
广东卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292703.m3u8
广东卫视,http://hz752.love:63/3111/gdtv.php?id=gdws
广东卫视,http://hz752.love:63/3111/migu.php?id=gdws

深圳卫视,http://hz752.love:63/3111/astv.php?id=szwshd
深圳卫视,http://39.134.136.151:6610/000000001000/1000000001000009227/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009227&livemode=1&stbId=00
深圳卫视,http://hz752.love:63/3111/bst.php?id=szws
深圳卫视,http://hz752.live:63/4761/cqyx.php?id=shenzhenHD
深圳卫视,http://hz752.love:63/3111/gdsz.php?id=szws
深圳卫视,http://hz752.love:63/3111/yst.php?id=shenzhenstv
深圳卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292203.m3u8

公众号[神秘的哥哥们],http://epg.112114.xyz/douyu/9588891

北京卫视,http://hz752.love:63/3111/astv.php?id=bjwshd
北京卫视,http://hz752.love:63/3111/bj.php?id=bjws
北京卫视,http://39.134.136.151:6610/000000001000/1000000001000017156/index.m3u8?channel-id=ystenlive&Contentid=1000000001000017156&livemode=1&stbId=00
北京卫视,http://hz752.love:63/3111/bst.php?id=bjws
北京卫视,http://hz752.live:63/4761/cqyx.php?id=beijingHD
北京卫视,http://hz752.love:63/3111/yst.php?id=beijingstv
北京卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?

天津卫视,http://hz752.love:63/3111/astv.php?id=tjwshd
天津卫视,http://39.134.136.151:6610/000000001000/1000000001000000831/index.m3u8?channel-id=ystenlive&Contentid=1000000001000000831&livemode=1&stbId=00
天津卫视,http://hz752.love:63/3111/bst.php?id=tjws
天津卫视,http://hz752.live:63/4761/cqyx.php?id=tianjinHD
天津卫视,http://hz752.love:63/3111/yst.php?id=tianjinstv
天津卫视,http://hz752.love:63/3111/bfgd.php?id=084

凤凰中文,http://hz752.love:63/3111/hkif.php?id=fhzw
凤凰中文,http://hz752.love:63/3111/hk.php?id=fhzw
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰中文,http://hz752.live:63/4761/cqyx.php?id=xfjcHD
凤凰中文,http://113.207.84.195:8090/__cl/cg:live/__c/xfjcHD/__op/default/__f/index.m3u8

东方卫视,http://hz752.love:63/3111/astv.php?id=dfwshd
东方卫视,http://hz752.love:63/3111/bstv.php?id=16
东方卫视,http://39.134.136.151:6610/000000001000/1000000001000005866/index.m3u8?channel-id=ystenlive&Contentid=1000000001000005866&livemode=1&stbId=00
东方卫视,http://hz752.love:63/3111/bst.php?id=dfws
东方卫视,http://hz752.live:63/4761/cqyx.php?id=shanghaiHD
东方卫视,http://hz752.love:63/3111/yst.php?id=dongfangstv
东方卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
东方卫视,http://hz752.love:63/3111/migu.php?id=dfws

山东卫视,http://hz752.love:63/3111/astv.php?id=sdwshd
山东卫视,http://39.134.136.151:6610/000000001000/1000000001000012807/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012807&livemode=1&stbId=00
山东卫视,http://hz752.love:63/3111/sdws.php?id=sdtv
山东卫视,http://hz752.love:63/3111/bst.php?id=sdws
山东卫视,http://hz752.love:63/3111/yst.php?id=shandongstv
山东卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000294803.m3u8
山东卫视,http://hz752.love:63/3111/migu.php?id=sdws

湖北卫视,http://hz752.love:63/3111/astv.php?id=hubwshd
湖北卫视,http://39.134.136.151:6610/000000001000/1000000001000010355/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010355&livemode=1&stbId=00
湖北卫视,http://hz752.love:63/3111/bst.php?id=hubws
湖北卫视,http://hz752.live:63/4761/cqyx.php?id=hubeiSD
湖北卫视,http://hz752.love:63/3111/hubie.php?id=hbws
湖北卫视,http://hz752.love:63/3111/yst.php?id=hubeistv
湖北卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000294503.m3u8
湖北卫视,http://hz752.love:63/3111/migu.php?id=hubws

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv

四川卫视,http://hz752.love:63/3111/astv.php?id=scws
四川卫视,http://39.134.136.151:6610/000000001000/1000000002000016825/index.m3u8?channel-id=ystenlive&Contentid=1000000002000016825&livemode=1&stbId=00
四川卫视,http://hz752.love:63/3111/sctv.php?id=scws
四川卫视,http://hz752.love:63/3111/bst.php?id=scws
四川卫视,http://hz752.live:63/4761/cqyx.php?id=sichuanHD
四川卫视,http://hz752.love:63/3111/yst.php?id=sichuanstv
四川卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000295003.m3u8
四川卫视,http://hz752.love:63/3111/migu.php?id=scws
四川卫视,http://hz752.love:63/3111/bfgd.php?id=103

